cluster,size,seed,annotation_preliminary,type_info,tree_name,annotation
313,38,AAW32176.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 25, Unknown: 13",I-Eukaryotes/Unknown.162,I-CD2
314,1,NLL06996.1,IV-DeepYkr,,IV-DeepYkr.31,IV-Deep-Ykr
315,3,BBD55863.1,IV-Ykr,,IV-Ykr.23,IV-Ykr
316,2,VDD88784.1,III,,III.74,III
317,1,WP_037110463.1,IV-DeepYkr,,IV-DeepYkr.139,IV-Deep-Ykr
318,4,WP_182746602.1,IV-DeepYkr,,IV-DeepYkr.390,IV-Deep-Ykr
319,9,WP_119018778.1,IV-DeepYkr,,IV-DeepYkr.440,IV-Deep-Ykr
320,1,OJU10907.1,IV-DeepYkr,,IV-DeepYkr.167,IV-Deep-Ykr
321,27,TARA_138.SAMEA2623350.5.0.22-3_1221682_4,IV-DeepYkr,,IV-DeepYkr.487,IV-Deep-Ykr
322,21,HCX38882.1,Unknown,,Unknown.737,III
323,2,HAJ36692.1,IV-DeepYkr,,IV-DeepYkr.210,IV-Deep-Ykr
324,21,TLZ11601.1,I-CD,,I-CD.34,I-CD2
325,2,WP_051356539.1,I-CD,,I-CD.94,I-CD2
326,20,WP_045583128.1,I-CD,,I-CD.146,I-CD2
327,12,NQW66943.1,I-CD,,I-CD.68,I-CD2
328,1,MSP20533.1,I-CD,,I-CD.173,I-CD2
329,7,YP_007476240.1,I-Eukaryotes,,I-Eukaryotes.9,I-CD2
330,22,YP_001936308.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 19, Unknown: 3",I-Eukaryotes/Unknown.67,I-CD2
331,2,WP_169207260.1,I-CD,,I-CD.8,I-CD2
332,7,WP_134390979.1,I-G,,I-G.14,I-CD2
333,12,WP_039188843.1,I-CD,,I-CD.21,I-CD2
334,1,KAF0167419.1,I-A,,I-A.90,I-A
335,1,PSO46349.1,I-Unclassified,,I-Unclassified.10,I-CD2
336,53,TARA_146.SAMEA2623673.5.0.22-3_2874915_16,Ambiguous,"I-Eukaryotes: 38, Unknown: 13, I-B: 2",Ambiguous.26,I-CD1
337,7,HHC72709.1,I-A,,I-A.1,I-A
338,12,WP_144326513.1,I-A,,I-A.11,I-A
339,12,WP_153975754.1,I-A,,I-A.13,I-A
340,2,KAF0233182.1,Unknown,,Unknown.807,II
341,4,WP_106001968.1,Unknown,,Unknown.915,II
342,1,TARA_137.SAMEA2623295.40.0.22-3_1214112_2,Unknown,,Unknown.1043,II
343,2,PHS75601.1,Unknown,,Unknown.748,II
344,19,AHI17663.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 18, Unknown: 1",I-Eukaryotes/Unknown.166,I-CD1
345,4,AAL35649.1,Unknown,,Unknown.678,I-CD1
346,1,VDS11140.1,II-III,,II-III.7,II-III
347,2,HCF49039.1,IV-Ykr-2,,IV-Ykr-2.111,IV-Ykr-2
348,1,WP_028709495.1,IV-Ykr-2,,IV-Ykr-2.150,IV-Ykr-2
349,6,WP_120795960.1,IV-Photo,,IV-Photo.99,IV-Photo
350,1,WP_091487001.1,IV-NG2,,IV-NG2.22,IV-NG2
351,3,cg_0.2_sub10_scaffold_1045_c_18,III/Unknown,"Unknown: 2, III: 1",III/Unknown.2,III
352,2,NNF46165.1,IV-Photo,,IV-Photo.17,IV-Photo
353,2,WP_100002012.1,IV-Non-photo,,IV-Non-photo.155,IV-NonPhoto
354,1,WP_046170552.1,IV-Non-photo,,IV-Non-photo.561,IV-NonPhoto
355,1,MBE1375693.1,IV-Non-photo,,IV-Non-photo.477,IV-NonPhoto
356,1,WP_029003878.1,IV-Non-photo,,IV-Non-photo.364,IV-NonPhoto
357,2,WP_159992670.1,IV-Non-photo,,IV-Non-photo.423,IV-NonPhoto
358,3,VDD88940.1,III,,III.63,III
359,27,WP_141941012.1,IV-NG3,,IV-NG3.1,IV-NG2
360,9,TARA_122.SAMEA2622673.600.0.22-3_2766393_12,IV-Non-photo,,IV-Non-photo.826,IV-NonPhoto
361,3,WP_129151845.1,IV-Non-photo,,IV-Non-photo.440,IV-NonPhoto
362,1,WP_133411553.1,IV-NG3,,IV-NG3.5,IV-NG2
363,3,WP_006056824.1,Unknown,,Unknown.259,III
364,3,MBB5790147.1,IV-NG2,,IV-NG2.50,IV-NG2
365,5,WP_161407444.1,IV-NG1,,IV-NG1.11,IV-NG1
366,48,WP_018238284.1,IV-Non-photo,,IV-Non-photo.732,IV-NonPhoto
367,1,WP_133700242.1,IV-Non-photo,,IV-Non-photo.789,IV-NonPhoto
368,15,WP_092931761.1,Unknown,,Unknown.200,III
369,2,TARA_037.SAMEA2619974.600.0.1-0.22_25453_3,Unknown,,Unknown.1070,III
370,1,WP_086592986.1,IV-Non-photo,,IV-Non-photo.627,IV-NonPhoto
371,4,WP_196292650.1,IV-Non-photo,,IV-Non-photo.555,IV-NonPhoto
372,2,WP_012114910.1,IV-Non-photo,,IV-Non-photo.509,IV-NonPhoto
373,3,WP_029557713.1,IV-Non-photo,,IV-Non-photo.585,IV-NonPhoto
374,8,WP_073429208.1,IV-Non-photo,,IV-Non-photo.746,IV-NonPhoto
375,1,WP_114972814.1,IV-Non-photo,,IV-Non-photo.686,IV-NonPhoto
376,1,NLK25355.1,Unknown,,Unknown.574,IV-NG3
377,1,RLI92301.1,Unknown,,Unknown.102,III
378,5,TARA_030.SAMEA2591108.5.0.22-1.6_214210_9,IV-GOS_Global,,IV-GOS_Global.29,IV-GOS
379,1,TARA_094.SAMEA2621839.5.0.22-3_506615_6,IV-GOS_Global,,IV-GOS_Global.94,IV-GOS
380,1,EES52277.1,IV-Photo,,IV-Photo.103,IV-Photo
381,1,EES52739.1,IV-Ykr,,IV-Ykr.32,IV-Ykr
382,1,RZN61779.1,Unknown,,Unknown.468,IV-NG3
383,1,TARA_052.SAMEA2620588.75.0-0.22_18_28,IV-GOS_Global,,IV-GOS_Global.96,IV-GOS
384,2,KQC16418.1,Unknown,,Unknown.492,IV-NG3
385,2,TMH68537.1,IV-DeepYkr,,IV-DeepYkr.330,IV-Deep-Ykr
386,2,WP_174511559.1,IV-DeepYkr,,IV-DeepYkr.319,IV-Deep-Ykr
387,1,MSQ68069.1,IV-DeepYkr,,IV-DeepYkr.300,IV-Deep-Ykr
388,9,AAM62091.1,I-Eukaryotes,,I-Eukaryotes.49,I-CD2
389,4,TVT69926.1,IV-DeepYkr,,IV-DeepYkr.436,IV-Deep-Ykr
390,2,MSY14785.1,IV-DeepYkr,,IV-DeepYkr.376,IV-Deep-Ykr
391,2,VDD88753.1,III,,III.166,III
392,2,VDD89249.1,III,,III.110,III
393,4,WP_141004458.1,I-E,,I-E.14,I-CD2
394,174,ADM64625.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 152, Unknown: 22",I-Eukaryotes/Unknown.92,I-CD2
395,24,WP_192149820.1,I-CD,,I-CD.112,I-CD2
396,56,WP_012495166.1,I-CD,,I-CD.43,I-CD2
397,168,QKG03269.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 155, Unknown: 13",I-Eukaryotes/Unknown.183,I-CD1
398,72,YP_009540985.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 64, Unknown: 8",I-Eukaryotes/Unknown.5,I-CD1
399,17,WP_020504481.1,I-A,,I-A.71,I-A
400,12,WP_076365989.1,I-A,,I-A.28,I-A
401,19,WP_011369848.1,I-A,,I-A.68,I-A
402,5,WP_043749806.1,Unknown,,Unknown.846,II
403,6,WP_132460823.1,Unknown,,Unknown.842,II
404,1,RKZ47820.1,Unknown,,Unknown.958,II
405,8,WP_117180147.1,Unknown,,Unknown.918,II
406,2,PLM1_60cm,I-Banda,,I-Banda.22,I-Banda
407,62,ABW37921.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 52, Unknown: 10",I-Eukaryotes/Unknown.118,I-CD2
408,1225,CAD86839.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 1015, Unknown: 210",I-Eukaryotes/Unknown.21,I-CD1
409,69,CAD70278.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 54, Unknown: 15",I-Eukaryotes/Unknown.15,I-CD1
410,1,HGQ36863.1,Unknown,,Unknown.495,IV-NG3
411,13,WP_167904530.1,Unknown,,Unknown.450,III
412,2,HIG96871.1,III/Unknown,"Unknown: 1, III: 1",III/Unknown.8,III
413,2,WP_127077099.1,IV-Photo,,IV-Photo.24,IV-Photo
414,1,OIQ31125.1,IV-Non-photo,,IV-Non-photo.218,IV-NonPhoto
415,1,WP_090486686.1,IV-Photo,,IV-Photo.46,IV-Photo
416,5,ANY83492.1,IV-Non-photo,,IV-Non-photo.238,IV-NonPhoto
417,2,NHW88692.1,Unknown,,Unknown.427,III
418,2,WP_090537962.1,IV-Non-photo,,IV-Non-photo.428,IV-NonPhoto
419,1,VDD89260.1,III,,III.117,III
420,1,TXT59762.1,Unknown,,Unknown.401,Unknown
421,8,TARA_137.SAMEA2623314.375.0.22-3_679068_26,Unknown,,Unknown.1059,III
422,1,WP_128176571.1,IV-Non-photo,,IV-Non-photo.383,IV-NonPhoto
423,1,WP_188757613.1,IV-Non-photo,,IV-Non-photo.90,IV-NonPhoto
424,29,WP_015014005.1,IV-Non-photo,,IV-Non-photo.194,IV-NonPhoto
425,3,WP_025371524.1,IV-Non-photo,,IV-Non-photo.504,IV-NonPhoto
426,2,WP_190859849.1,IV-NG1,,IV-NG1.65,IV-NG1
427,2,WP_130158705.1,IV-Non-photo,,IV-Non-photo.321,IV-NonPhoto
428,16,ACF04983.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 13, Unknown: 3",I-Eukaryotes/Unknown.42,I-CD1
429,3,WP_046078050.1,IV-Non-photo,,IV-Non-photo.109,IV-NonPhoto
430,3,WP_171629773.1,IV-NG1,,IV-NG1.56,IV-NG1
431,2,VDD89227.1,III,,III.5,III
432,1,WP_019941043.1,IV-Non-photo,,IV-Non-photo.605,IV-NonPhoto
433,7,WP_074621785.1,IV-Non-photo,,IV-Non-photo.458,IV-NonPhoto
434,33,WP_027997915.1,IV-Non-photo,,IV-Non-photo.734,IV-NonPhoto
435,2,WP_190312290.1,IV-Non-photo,,IV-Non-photo.567,IV-NonPhoto
436,2,WP_187261599.1,IV-Non-photo,,IV-Non-photo.208,IV-NonPhoto
437,11,WP_114221817.1,IV-Non-photo,,IV-Non-photo.103,IV-NonPhoto
438,5,WP_138207869.1,IV-NG2,,IV-NG2.58,IV-NG2
439,12,WP_049807375.1,IV-Non-photo,,IV-Non-photo.752,IV-NonPhoto
440,3,AAG59696.1,I-Eukaryotes,,I-Eukaryotes.33,I-CD1
441,4,RIFOXYA2_FULL_Elusimicrobia_related_50_26_rifoxya2_full_scaffold_3085_4,IV-DeepYkr,,IV-DeepYkr.8,IV-Deep-Ykr
442,1,RIFCSPLOWO2_02_FULL_CP_44_10_rifcsplowo2_02_scaffold_2358_16,Unknown,,Unknown.29,IV-Photo
443,1,WP_015182169.1,IV-Ykr,,IV-Ykr.14,IV-Ykr
444,1,HEY54525.1,IV-DeepYkr,,IV-DeepYkr.168,IV-Deep-Ykr
445,1,NPV92652.1,IV-DeepYkr,,IV-DeepYkr.96,IV-Deep-Ykr
446,1,OLP96165.1,Unknown,,Unknown.1007,Unknown
447,1,WP_021098855.1,IV-DeepYkr,,IV-DeepYkr.314,IV-Deep-Ykr
448,1,MBC5798601.1,IV-DeepYkr,,IV-DeepYkr.368,IV-Deep-Ykr
449,4,NQU59700.1,I-A,,I-A.81,I-A
450,2,TARA_030.SAMEA2591122.70.0.22-1.6_1763664_54,IV-DeepYkr,,IV-DeepYkr.480,IV-Deep-Ykr
451,1,MSW75869.1,IV-DeepYkr,,IV-DeepYkr.351,IV-Deep-Ykr
452,1,PYP04952.1,IV-DeepYkr,,IV-DeepYkr.174,IV-Deep-Ykr
453,5,AGB58295.1,I-Eukaryotes,,I-Eukaryotes.65,I-CD2
454,1,NDH68467.1,IV-Non-photo,,IV-Non-photo.815,IV-NonPhoto
455,1,VDD89022.1,III,,III.183,III
456,16,AOT86011.1,I-A,,I-A.87,I-A
457,108,ALF06397.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 87, Unknown: 21",I-Eukaryotes/Unknown.193,I-CD1
458,8,ABN46931.1,I-Eukaryotes,,I-Eukaryotes.79,I-CD2
459,2,HEJ71667.1,IV-NG1,,IV-NG1.66,IV-NG1
460,1,ALF06389.1,Unknown,,Unknown.742,I-CD1
461,8,TARA_078.SAMEA2621277.120.0.22-0.45_635296_1,IV-GOS_Global,,IV-GOS_Global.27,IV-GOS
462,5,PTQ54999.1,I-G/Unknown,"I-G: 4, Unknown: 1",I-G/Unknown.1,I-CD2
463,8,NMM38096.1,I-CD,,I-CD.86,I-CD2
464,5,WP_153344611.1,I-CD,,I-CD.135,I-CD2
465,3,TMH55771.1,I-CD,,I-CD.90,I-CD2
466,9,MBC7303627.1,I-E,,I-E.21,I-CD2
467,5,SNS52152.1,I-E,,I-E.40,I-CD2
468,6,PSR26254.1,I-G,,I-G.17,I-CD2
469,2,YP007313659_Methanomethylovorans_hollandica_DSM15978,Unknown,,Unknown.1037,II-III
470,6,WP_076980007.1,I-A,,I-A.16,I-A
471,15,ABV21902.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 10, Unknown: 5",I-Eukaryotes/Unknown.54,I-CD2
472,37,AAK39106.1,II/Unknown,"Unknown: 32, II: 5",II/Unknown.4,II
473,4,NQY25898.1,Unknown,,Unknown.948,II
474,1,KJS34037.1,Unknown,,Unknown.847,II
475,1,WP_153249906.1,Unknown,,Unknown.858,II
476,34,TXT38712.1,Unknown,,Unknown.834,II
477,2,MBF0249235.1,Unknown,,Unknown.899,II
478,15,EEY70865.1,I-A,,I-A.32,I-A
479,3,HEF87248.1,Unknown,,Unknown.396,III
480,2,WP_131355997.1,IV-NG2,,IV-NG2.3,IV-NG2
481,1,WP_093035894.1,IV-Non-photo,,IV-Non-photo.212,IV-NonPhoto
482,9,WP_097174819.1,IV-Non-photo,,IV-Non-photo.61,IV-NonPhoto
483,1,HII98763.1,Unknown,,Unknown.113,III
484,1,VDD88827.1,III,,III.9,III
485,2,HDJ27045.1,Unknown,,Unknown.92,III
486,10,WP_174469652.1,IV-Non-photo,,IV-Non-photo.629,IV-NonPhoto
487,1,WP_189471943.1,IV-Non-photo,,IV-Non-photo.71,IV-NonPhoto
488,4,WP_090962219.1,IV-Non-photo,,IV-Non-photo.564,IV-NonPhoto
489,1,VVB83297.1,Unknown,,Unknown.149,III
490,11,WP_060185220.1,IV-Non-photo,,IV-Non-photo.226,IV-NonPhoto
491,2,VUT24509.1,Unknown,,Unknown.242,Unknown
492,2,GDY34716.1,IV-Non-photo,,IV-Non-photo.244,IV-NonPhoto
493,1,WP_075293084.1,IV-Non-photo,,IV-Non-photo.424,IV-NonPhoto
494,4,WP_183448005.1,IV-Non-photo,,IV-Non-photo.692,IV-NonPhoto
495,1,OQA68914.1,Unknown,,Unknown.246,III
496,1,WP_056176806.1,IV-Non-photo,,IV-Non-photo.808,IV-NonPhoto
497,3,WP_109461367.1,IV-Non-photo,,IV-Non-photo.344,IV-NonPhoto
498,1,ODT45829.1,IV-Non-photo,,IV-Non-photo.712,IV-NonPhoto
499,2,HDO20793.1,Unknown,,Unknown.287,III
500,1,WP_129049474.1,IV-Non-photo,,IV-Non-photo.747,IV-NonPhoto
501,1,WP_091532692.1,IV-NG2,,IV-NG2.52,IV-NG2
502,2,CAB13232_Bacillus_subtilis_subsp_subtilis_str_168_IV_YkrW,IV-Ykr,,IV-Ykr.34,IV-Ykr
503,5,WP_061152432.1,IV-Non-photo,,IV-Non-photo.768,IV-NonPhoto
504,2,PIS42914.1,III,,III.136,Unknown
505,27,ABP01446.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 23, Unknown: 4",I-Eukaryotes/Unknown.178,I-CD1
506,8,WP_111606264.1,IV-Non-photo,,IV-Non-photo.476,IV-NonPhoto
507,1,MBC8463311.1,Unknown,,Unknown.177,III
508,1,QAA78831.1,Unknown,,Unknown.1004,I-CD2
509,1,VDD89124.1,III,,III.129,III
510,7,TARA_018.SAMEA2619686.60.0-0.22_22_141,IV-GOS_Global,,IV-GOS_Global.81,IV-GOS
511,3,AAL46525.1,I-Eukaryotes,,I-Eukaryotes.90,I-CD2
512,3,WP_012536136.1,IV-Ykr,,IV-Ykr.31,IV-Ykr
513,1,ASI06522.1,Unknown,,Unknown.978,I-CD1
514,1,WP_113887895.1,IV-DeepYkr,,IV-DeepYkr.416,IV-Deep-Ykr
515,2,WP_109768467.1,IV-DeepYkr,,IV-DeepYkr.396,IV-Deep-Ykr
516,2,WP_041795746.1,IV-DeepYkr,,IV-DeepYkr.399,IV-Deep-Ykr
517,8,WP_112772013.1,IV-DeepYkr,,IV-DeepYkr.208,IV-Deep-Ykr
518,5,TARA_078.SAMEA2621277.120.0.22-0.45_1032426_4,IV-DeepYkr,,IV-DeepYkr.483,IV-Deep-Ykr
519,1,NBC27742.1,IV-DeepYkr,,IV-DeepYkr.169,IV-Deep-Ykr
520,1,BAA95447.1,I-Eukaryotes,,I-Eukaryotes.68,I-CD2
521,1,VDD89172.1,III,,III.218,Unknown
522,2,TARA_125.SAMEA2622821.5.0.1-0.22_697_47,IV-GOS_Global,,IV-GOS_Global.101,IV-GOS
523,2,VDD89161.1,Unknown,,Unknown.299,Unknown
524,1,YP_009677123.1,I-Eukaryotes,,I-Eukaryotes.76,I-CD2
525,3,MBC7573476.1,I-CD,,I-CD.55,I-CD2
526,2,RIFCSPLOWO2_12_FULL_NC10_sister_69_21_rifcsplowo2_12_scaffold_14732_12,I-CD,,I-CD.4,I-CD2
527,2,NOX62764.1,I-New,,I-New.5,I-NG1
528,5,ADG07508.1,I-G,,I-G.18,I-CD2
529,1,HCU97213.1,I-E,,I-E.31,I-CD2
530,6,WP_153590948.1,I-A,,I-A.8,I-A
531,32,WP_018936158.1,I-A,,I-A.10,I-A
532,10,HHS94184.1,I-A,,I-A.57,I-A
533,21,TARA_123.SAMEA2622737.150.0.22-0.45_2200980_2,I-A,,I-A.105,I-A
534,3,VDD89128.1,III/Unknown,"Unknown: 2, III: 1",III/Unknown.21,III
535,69,AAD52026.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 61, Unknown: 8",I-Eukaryotes/Unknown.45,I-CD2
536,2,PIP95513.1,Unknown,,Unknown.822,II
537,1,HHI82108.1,Unknown,,Unknown.793,II
538,6,Q8RTI2.1,II/Unknown,"Unknown: 5, II: 1",II/Unknown.2,II
539,1,WP_109855072.1,Unknown,,Unknown.818,II
540,3,WP_008027438.1,Unknown,,Unknown.815,II
541,1,AAQ04006.1,Unknown,,Unknown.717,I-CD1
542,1,WP_164453627.1,IV-Photo,,IV-Photo.95,IV-Photo
543,915,AAW65218.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 835, Unknown: 80",I-Eukaryotes/Unknown.109,I-CD1
544,459,AAA98097.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 410, Unknown: 49",I-Eukaryotes/Unknown.61,I-CD1
545,1,NVM28570.1,IV-Ykr-2,,IV-Ykr-2.153,IV-Ykr-2
546,3,RLE81544.1,Unknown,,Unknown.269,III
547,3,WP_150098091.1,IV-Photo,,IV-Photo.63,IV-Photo
548,1,HAQ41346.1,IV-Ykr-2,,IV-Ykr-2.189,IV-Ykr-2
549,2,WP_106300086.1,IV-Non-photo,,IV-Non-photo.275,IV-NonPhoto
550,22,ABE37700.1,IV-Photo,,IV-Photo.48,IV-Photo
551,1,VDD89052.1,III,,III.43,III
552,1,WP_111360574.1,IV-Photo,,IV-Photo.108,IV-Photo
553,14,WP_011844166.1,Unknown,,Unknown.144,III
554,3,KRO50325.1,IV-Non-photo,,IV-Non-photo.131,IV-NonPhoto
555,15,WP_152853679.1,IV-Non-photo,,IV-Non-photo.357,IV-NonPhoto
556,2,WP_147235621.1,IV-Non-photo,,IV-Non-photo.289,IV-NonPhoto
557,1,QDU90417.1,IV-Non-photo,,IV-Non-photo.260,IV-NonPhoto
558,4,WP_008957893.1,IV-Non-photo,,IV-Non-photo.33,IV-NonPhoto
559,17,OGB37153.1,IV-Non-photo,,IV-Non-photo.78,IV-NonPhoto
560,2,WP_159595359.1,IV-Non-photo,,IV-Non-photo.272,IV-NonPhoto
561,1,TARA_039.SAMEA2620106.270.0.1-0.22_1601_19,Unknown,,Unknown.1053,III
562,3,WP_015735252.1,IV-NG1,,IV-NG1.55,IV-NG1
563,4,HBS37188.1,IV-Non-photo,,IV-Non-photo.42,IV-NonPhoto
564,1,VDD89167.1,III,,III.25,III
565,5,TARA_112.SAMEA2622568.696.0.22-3_12360_5,IV-Non-photo/Unknown,"IV-Non-photo: 4, Unknown: 1",IV-Non-photo/Unknown.10,IV-NonPhoto
566,3,WP_056181538.1,IV-Non-photo,,IV-Non-photo.583,IV-NonPhoto
567,2,WP_152010564.1,IV-Non-photo,,IV-Non-photo.406,IV-NonPhoto
568,53,WP_168840192.1,IV-Non-photo,,IV-Non-photo.618,IV-NonPhoto
569,4,WP_080836587.1,IV-NG1,,IV-NG1.25,IV-NG1
570,3,WP_057301720.1,IV-NG1,,IV-NG1.39,IV-NG1
571,1,WP_158202804.1,Unknown,,Unknown.232,III
572,3,2OEJ_A,IV-Ykr/Unknown,"IV-Ykr: 2, Unknown: 1",IV-Ykr/Unknown.1,IV-Ykr
573,4,TARA_078.SAMEA2621259.5.0.22-0.45_1817442_4,IV-GOS_Global,,IV-GOS_Global.60,IV-GOS
574,2,WP_011456184.1,IV-Non-photo,,IV-Non-photo.742,IV-NonPhoto
575,2,WP_023524832.1,IV-Ykr,,IV-Ykr.30,IV-Ykr
576,3,GWD2_DPX3_57_9_gwd2_scaffold_1083_17,IV-DeepYkr,,IV-DeepYkr.7,IV-Deep-Ykr
577,1,OYT20471.1,IV-DeepYkr,,IV-DeepYkr.214,IV-Deep-Ykr
578,1,NOS72735.1,IV-Non-photo,,IV-Non-photo.785,IV-NonPhoto
579,1,WP_012003714.1,IV-DeepYkr,,IV-DeepYkr.27,IV-Deep-Ykr
580,9,TARA_030.SAMEA2591108.5.0.22-1.6_1861516_12,IV-DeepYkr,,IV-DeepYkr.479,IV-Deep-Ykr
581,1,WP_136649559.1,IV-DeepYkr,,IV-DeepYkr.464,IV-Deep-Ykr
582,2,HGW58645.1,IV-DeepYkr,,IV-DeepYkr.66,IV-Deep-Ykr
583,2,VDD88938.1,III,,III.139,III
584,2,WP_048151126.1,Unknown,,Unknown.602,IV-NG3
585,1,TARA_052.SAMEA2620542.5.0.22-1.6_449877_6,IV-GOS_Global,,IV-GOS_Global.121,IV-GOS
586,3,HIH32861.1,III/Unknown,"III: 2, Unknown: 1",III/Unknown.15,III
587,7,AGB51728.1,I-A,,I-A.97,I-A
588,1,MPZ37206.1,IV-DeepYkr,,IV-DeepYkr.431,IV-Deep-Ykr
589,9,WP_091685501.1,I-CD,,I-CD.73,I-CD2
590,7,TARA_009.SAMEA2619548.55.0.22-1.6_1531526_7,I-CD/Unknown,"I-CD: 6, Unknown: 1",I-CD/Unknown.9,I-CD2
591,5,WP_051529325.1,I-Unclassified,,I-Unclassified.22,I-CD2
592,3,NJN94178.1,I-G,,I-G.8,I-CD2
593,2,WP_013897574.1,Unknown,,Unknown.672,II-III
594,6,QGU93195.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 1",I-Eukaryotes/Unknown.163,I-CD1
595,40,NNM66017.1,I-A/Unknown,"I-A: 39, Unknown: 1",I-A/Unknown.3,I-A
596,3,TXF10942.1,I-A,,I-A.12,I-A
597,353,AAC64997.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 308, Unknown: 45",I-Eukaryotes/Unknown.149,I-CD2
598,2,WP_013515453.1,Unknown,,Unknown.764,II
599,2,NEX18522.1,Unknown,,Unknown.938,II
600,10,AAO47780.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 8, Unknown: 2",I-Eukaryotes/Unknown.49,I-CD1
601,13,HIE78391.1,Unknown,,Unknown.919,II
602,7,PKO35039.1,Unknown,,Unknown.914,II
603,1,WP_185133818.1,IV-NG1,,IV-NG1.13,IV-NG1
604,2139,BAE92915.1,Ambiguous,"I-Eukaryotes: 1794, Unknown: 344, I-B: 1",Ambiguous.2,I-CD1
605,1,AEB33274.1,Unknown,,Unknown.722,I-CD1
606,9,WP_048160498.1,Unknown,,Unknown.411,III
607,2,RBG_16_CP_70_13_RBG_16_scaffold_22096_8,Unknown,,Unknown.22,Unknown
608,5,RifSed_csp1_16ft_3_scaffold_20887_2|RifSed_csp1_16ft_3_Bacteria_64_14|RifSed_csp1_16ft_3,I-Banda,,I-Banda.18,I-Banda
609,1,HHY99582.1,IV-Ykr-2,,IV-Ykr-2.132,IV-Ykr-2
610,1,HGZ23444.1,IV-Ykr-2,,IV-Ykr-2.103,IV-Ykr-2
611,5,HGD93302.1,Unknown,,Unknown.493,IV-NG3
612,1,MBE0512917.1,IV-Ykr-2,,IV-Ykr-2.14,IV-Ykr-2
613,10,WP_106354457.1,IV-Non-photo,,IV-Non-photo.156,IV-NonPhoto
614,3,KPL52776.1,IV-Non-photo,,IV-Non-photo.689,IV-NonPhoto
615,1,WP_047784621.1,IV-Non-photo,,IV-Non-photo.20,IV-NonPhoto
616,1,WP_158816469.1,IV-Non-photo,,IV-Non-photo.630,IV-NonPhoto
617,1,VDD88772.1,III,,III.80,III
618,2,WP_191059843.1,IV-Non-photo,,IV-Non-photo.730,IV-NonPhoto
619,31,QHN90747.1,Ambiguous,"I-Eukaryotes: 24, Unknown: 6, I-B: 1",Ambiguous.24,I-CD1
620,7,VDD89045.1,III/Unknown,"III: 5, Unknown: 2",III/Unknown.9,III
621,1,WP_111196763.1,IV-Non-photo,,IV-Non-photo.722,IV-NonPhoto
622,1,WP_147649138.1,IV-Non-photo,,IV-Non-photo.603,IV-NonPhoto
623,1,MBD3389131.1,Unknown,,Unknown.201,III
624,1,WP_128563219.1,IV-Non-photo,,IV-Non-photo.102,IV-NonPhoto
625,1,WP_090880030.1,IV-Non-photo,,IV-Non-photo.170,IV-NonPhoto
626,15,TARA_141.SAMEA2623446.5.0.22-3_590178_4,IV-Non-photo/Unknown,"IV-Non-photo: 14, Unknown: 1",IV-Non-photo/Unknown.9,IV-NonPhoto
627,5,AQW44806.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 4, Unknown: 1",I-Eukaryotes/Unknown.71,I-CD2
628,1,TFG10482.1,Unknown,,Unknown.518,IV-NG3
629,10,WP_062578911.1,IV-Non-photo,,IV-Non-photo.265,IV-NonPhoto
630,3,TARA_025.SAMEA2619779.5.0-0.22_9470_2,IV-Non-photo,,IV-Non-photo.831,IV-NonPhoto
631,1,WP_108503113.1,IV-Non-photo,,IV-Non-photo.607,IV-NonPhoto
632,2,RLG33748.1,Unknown,,Unknown.552,IV-NG3
633,1,HGD17158.1,Unknown,,Unknown.263,III
634,1,HDJ21618.1,Unknown,,Unknown.159,III
635,1,TET25361.1,Unknown,,Unknown.83,III
636,1,VDD88718.1,III,,III.111,III
637,1,WP_023356860.1,IV-Ykr,,IV-Ykr.10,IV-Ykr
638,1,HHD37712.1,Unknown,,Unknown.150,III
639,4,MBF1757247.1,IV-DeepYkr,,IV-DeepYkr.288,IV-Deep-Ykr
640,25,TARA_025.SAMEA2619782.50.0.22-1.6_9889_1,I-A,,I-A.104,I-A
641,1,BAC16243.2,Unknown,,Unknown.749,I-CD2
642,72,ABV02036.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 62, Unknown: 10",I-Eukaryotes/Unknown.142,I-CD1
643,1,TAJ92604.1,IV-DeepYkr,,IV-DeepYkr.469,IV-Deep-Ykr
