cluster,size,seed,type,type_info,tree_name
374,8,WP_073429208.1,IV-Non-photo,,IV-Non-photo.746
375,1,WP_114972814.1,IV-Non-photo,,IV-Non-photo.686
376,1,NLK25355.1,Unknown,,Unknown.574
377,1,RLI92301.1,Unknown,,Unknown.102
378,5,TARA_030.SAMEA2591108.5.0.22-1.6_214210_9,IV-GOS_Global,,IV-GOS_Global.29
379,1,TARA_094.SAMEA2621839.5.0.22-3_506615_6,IV-GOS_Global,,IV-GOS_Global.94
380,1,EES52277.1,IV-Photo,,IV-Photo.103
381,1,EES52739.1,IV-Ykr,,IV-Ykr.32
382,1,RZN61779.1,Unknown,,Unknown.468
383,1,TARA_052.SAMEA2620588.75.0-0.22_18_28,IV-GOS_Global,,IV-GOS_Global.96
384,2,KQC16418.1,Unknown,,Unknown.492
385,2,TMH68537.1,IV-DeepYkr,,IV-DeepYkr.330
386,2,WP_174511559.1,IV-DeepYkr,,IV-DeepYkr.319
387,1,MSQ68069.1,IV-DeepYkr,,IV-DeepYkr.300
388,9,AAM62091.1,I-Eukaryotes,,I-Eukaryotes.49
389,4,TVT69926.1,IV-DeepYkr,,IV-DeepYkr.436
390,2,MSY14785.1,IV-DeepYkr,,IV-DeepYkr.376
391,2,VDD88753.1,III,,III.166
392,2,VDD89249.1,III,,III.110
393,4,WP_141004458.1,I-E,,I-E.14
394,174,ADM64625.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 152, Unknown: 22",I-Eukaryotes/Unknown.92
395,24,WP_192149820.1,I-CD,,I-CD.112
396,56,WP_012495166.1,I-CD,,I-CD.43
397,168,QKG03269.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 155, Unknown: 13",I-Eukaryotes/Unknown.183
398,72,YP_009540985.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 64, Unknown: 8",I-Eukaryotes/Unknown.5
399,17,WP_020504481.1,I-A,,I-A.71
400,12,WP_076365989.1,I-A,,I-A.28
401,19,WP_011369848.1,I-A,,I-A.68
402,5,WP_043749806.1,Unknown,,Unknown.846
403,6,WP_132460823.1,Unknown,,Unknown.842
404,1,RKZ47820.1,Unknown,,Unknown.958
405,8,WP_117180147.1,Unknown,,Unknown.918
406,2,PLM1_60cm,I-Banda,,I-Banda.22
407,62,ABW37921.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 52, Unknown: 10",I-Eukaryotes/Unknown.118
408,1225,CAD86839.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 1015, Unknown: 210",I-Eukaryotes/Unknown.21
409,69,CAD70278.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 54, Unknown: 15",I-Eukaryotes/Unknown.15
410,1,HGQ36863.1,Unknown,,Unknown.495
411,13,WP_167904530.1,Unknown,,Unknown.450
412,2,HIG96871.1,III/Unknown,"Unknown: 1, III: 1",III/Unknown.8
413,2,WP_127077099.1,IV-Photo,,IV-Photo.24
414,1,OIQ31125.1,IV-Non-photo,,IV-Non-photo.218
415,1,WP_090486686.1,IV-Photo,,IV-Photo.46
416,5,ANY83492.1,IV-Non-photo,,IV-Non-photo.238
417,2,NHW88692.1,Unknown,,Unknown.427
418,2,WP_090537962.1,IV-Non-photo,,IV-Non-photo.428
419,1,VDD89260.1,III,,III.117
420,1,TXT59762.1,Unknown,,Unknown.401
421,8,TARA_137.SAMEA2623314.375.0.22-3_679068_26,Unknown,,Unknown.1059
422,1,WP_128176571.1,IV-Non-photo,,IV-Non-photo.383
423,1,WP_188757613.1,IV-Non-photo,,IV-Non-photo.90
424,29,WP_015014005.1,IV-Non-photo,,IV-Non-photo.194
425,3,WP_025371524.1,IV-Non-photo,,IV-Non-photo.504
426,2,WP_190859849.1,IV-NG1,,IV-NG1.65
427,2,WP_130158705.1,IV-Non-photo,,IV-Non-photo.321
428,16,ACF04983.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 13, Unknown: 3",I-Eukaryotes/Unknown.42
429,3,WP_046078050.1,IV-Non-photo,,IV-Non-photo.109
430,3,WP_171629773.1,IV-NG1,,IV-NG1.56
431,2,VDD89227.1,III,,III.5
432,1,WP_019941043.1,IV-Non-photo,,IV-Non-photo.605
433,7,WP_074621785.1,IV-Non-photo,,IV-Non-photo.458
434,33,WP_027997915.1,IV-Non-photo,,IV-Non-photo.734
435,2,WP_190312290.1,IV-Non-photo,,IV-Non-photo.567
436,2,WP_187261599.1,IV-Non-photo,,IV-Non-photo.208
437,11,WP_114221817.1,IV-Non-photo,,IV-Non-photo.103
438,5,WP_138207869.1,IV-NG2,,IV-NG2.58
439,12,WP_049807375.1,IV-Non-photo,,IV-Non-photo.752
440,3,AAG59696.1,I-Eukaryotes,,I-Eukaryotes.33
441,4,RIFOXYA2_FULL_Elusimicrobia_related_50_26_rifoxya2_full_scaffold_3085_4,IV-DeepYkr,,IV-DeepYkr.8
442,1,RIFCSPLOWO2_02_FULL_CP_44_10_rifcsplowo2_02_scaffold_2358_16,Unknown,,Unknown.29
443,1,WP_015182169.1,IV-Ykr,,IV-Ykr.14
444,1,HEY54525.1,IV-DeepYkr,,IV-DeepYkr.168
445,1,NPV92652.1,IV-DeepYkr,,IV-DeepYkr.96
446,1,OLP96165.1,Unknown,,Unknown.1007
447,1,WP_021098855.1,IV-DeepYkr,,IV-DeepYkr.314
448,1,MBC5798601.1,IV-DeepYkr,,IV-DeepYkr.368
449,4,NQU59700.1,I-A,,I-A.81
450,2,TARA_030.SAMEA2591122.70.0.22-1.6_1763664_54,IV-DeepYkr,,IV-DeepYkr.480
451,1,MSW75869.1,IV-DeepYkr,,IV-DeepYkr.351
452,1,PYP04952.1,IV-DeepYkr,,IV-DeepYkr.174
453,5,AGB58295.1,I-Eukaryotes,,I-Eukaryotes.65
454,1,NDH68467.1,IV-Non-photo,,IV-Non-photo.815
455,1,VDD89022.1,III,,III.183
456,16,AOT86011.1,I-A,,I-A.87
457,108,ALF06397.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 87, Unknown: 21",I-Eukaryotes/Unknown.193
458,8,ABN46931.1,I-Eukaryotes,,I-Eukaryotes.79
459,2,HEJ71667.1,IV-NG1,,IV-NG1.66
460,1,ALF06389.1,Unknown,,Unknown.742
461,8,TARA_078.SAMEA2621277.120.0.22-0.45_635296_1,IV-GOS_Global,,IV-GOS_Global.27
462,5,PTQ54999.1,I-G/Unknown,"I-G: 4, Unknown: 1",I-G/Unknown.1
463,8,NMM38096.1,I-CD,,I-CD.86
464,5,WP_153344611.1,I-CD,,I-CD.135
465,3,TMH55771.1,I-CD,,I-CD.90
466,9,MBC7303627.1,I-E,,I-E.21
467,5,SNS52152.1,I-E,,I-E.40
468,6,PSR26254.1,I-G,,I-G.17
469,2,YP007313659_Methanomethylovorans_hollandica_DSM15978,Unknown,,Unknown.1037
470,6,WP_076980007.1,I-A,,I-A.16
471,15,ABV21902.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 10, Unknown: 5",I-Eukaryotes/Unknown.54
472,37,AAK39106.1,II/Unknown,"Unknown: 32, II: 5",II/Unknown.4
473,4,NQY25898.1,Unknown,,Unknown.948
474,1,KJS34037.1,Unknown,,Unknown.847
475,1,WP_153249906.1,Unknown,,Unknown.858
476,34,TXT38712.1,Unknown,,Unknown.834
477,2,MBF0249235.1,Unknown,,Unknown.899
478,15,EEY70865.1,I-A,,I-A.32
479,3,HEF87248.1,Unknown,,Unknown.396
480,2,WP_131355997.1,IV-NG2,,IV-NG2.3
481,1,WP_093035894.1,IV-Non-photo,,IV-Non-photo.212
482,9,WP_097174819.1,IV-Non-photo,,IV-Non-photo.61
483,1,HII98763.1,Unknown,,Unknown.113
484,1,VDD88827.1,III,,III.9
485,2,HDJ27045.1,Unknown,,Unknown.92
486,10,WP_174469652.1,IV-Non-photo,,IV-Non-photo.629
487,1,WP_189471943.1,IV-Non-photo,,IV-Non-photo.71
488,4,WP_090962219.1,IV-Non-photo,,IV-Non-photo.564
489,1,VVB83297.1,Unknown,,Unknown.149
490,11,WP_060185220.1,IV-Non-photo,,IV-Non-photo.226
491,2,VUT24509.1,Unknown,,Unknown.242
492,2,GDY34716.1,IV-Non-photo,,IV-Non-photo.244
493,1,WP_075293084.1,IV-Non-photo,,IV-Non-photo.424
494,4,WP_183448005.1,IV-Non-photo,,IV-Non-photo.692
495,1,OQA68914.1,Unknown,,Unknown.246
496,1,WP_056176806.1,IV-Non-photo,,IV-Non-photo.808
497,3,WP_109461367.1,IV-Non-photo,,IV-Non-photo.344
498,1,ODT45829.1,IV-Non-photo,,IV-Non-photo.712
499,2,HDO20793.1,Unknown,,Unknown.287
500,1,WP_129049474.1,IV-Non-photo,,IV-Non-photo.747
501,1,WP_091532692.1,IV-NG2,,IV-NG2.52
502,2,CAB13232_Bacillus_subtilis_subsp_subtilis_str_168_IV_YkrW,IV-Ykr,,IV-Ykr.34
503,5,WP_061152432.1,IV-Non-photo,,IV-Non-photo.768
504,2,PIS42914.1,III,,III.136
505,27,ABP01446.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 23, Unknown: 4",I-Eukaryotes/Unknown.178
506,8,WP_111606264.1,IV-Non-photo,,IV-Non-photo.476
507,1,MBC8463311.1,Unknown,,Unknown.177
508,1,QAA78831.1,Unknown,,Unknown.1004
509,1,VDD89124.1,III,,III.129
510,7,TARA_018.SAMEA2619686.60.0-0.22_22_141,IV-GOS_Global,,IV-GOS_Global.81
511,3,AAL46525.1,I-Eukaryotes,,I-Eukaryotes.90
512,3,WP_012536136.1,IV-Ykr,,IV-Ykr.31
513,1,ASI06522.1,Unknown,,Unknown.978
514,1,WP_113887895.1,IV-DeepYkr,,IV-DeepYkr.416
515,2,WP_109768467.1,IV-DeepYkr,,IV-DeepYkr.396
516,2,WP_041795746.1,IV-DeepYkr,,IV-DeepYkr.399
517,8,WP_112772013.1,IV-DeepYkr,,IV-DeepYkr.208
518,5,TARA_078.SAMEA2621277.120.0.22-0.45_1032426_4,IV-DeepYkr,,IV-DeepYkr.483
519,1,NBC27742.1,IV-DeepYkr,,IV-DeepYkr.169
520,1,BAA95447.1,I-Eukaryotes,,I-Eukaryotes.68
521,1,VDD89172.1,III,,III.218
522,2,TARA_125.SAMEA2622821.5.0.1-0.22_697_47,IV-GOS_Global,,IV-GOS_Global.101
523,2,VDD89161.1,Unknown,,Unknown.299
524,1,YP_009677123.1,I-Eukaryotes,,I-Eukaryotes.76
525,3,MBC7573476.1,I-CD,,I-CD.55
526,2,RIFCSPLOWO2_12_FULL_NC10_sister_69_21_rifcsplowo2_12_scaffold_14732_12,I-CD,,I-CD.4
527,2,NOX62764.1,I-New,,I-New.5
528,5,ADG07508.1,I-G,,I-G.18
529,1,HCU97213.1,I-E,,I-E.31
530,6,WP_153590948.1,I-A,,I-A.8
531,32,WP_018936158.1,I-A,,I-A.10
532,10,HHS94184.1,I-A,,I-A.57
533,21,TARA_123.SAMEA2622737.150.0.22-0.45_2200980_2,I-A,,I-A.105
534,3,VDD89128.1,III/Unknown,"Unknown: 2, III: 1",III/Unknown.21
535,69,AAD52026.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 61, Unknown: 8",I-Eukaryotes/Unknown.45
536,2,PIP95513.1,Unknown,,Unknown.822
537,1,HHI82108.1,Unknown,,Unknown.793
538,6,Q8RTI2.1,II/Unknown,"Unknown: 5, II: 1",II/Unknown.2
539,1,WP_109855072.1,Unknown,,Unknown.818
540,3,WP_008027438.1,Unknown,,Unknown.815
541,1,AAQ04006.1,Unknown,,Unknown.717
542,1,WP_164453627.1,IV-Photo,,IV-Photo.95
543,915,AAW65218.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 835, Unknown: 80",I-Eukaryotes/Unknown.109
544,459,AAA98097.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 410, Unknown: 49",I-Eukaryotes/Unknown.61
545,1,NVM28570.1,IV-Ykr-2,,IV-Ykr-2.153
546,3,RLE81544.1,Unknown,,Unknown.269
547,3,WP_150098091.1,IV-Photo,,IV-Photo.63
548,1,HAQ41346.1,IV-Ykr-2,,IV-Ykr-2.189
549,2,WP_106300086.1,IV-Non-photo,,IV-Non-photo.275
550,22,ABE37700.1,IV-Photo,,IV-Photo.48
551,1,VDD89052.1,III,,III.43
552,1,WP_111360574.1,IV-Photo,,IV-Photo.108
553,14,WP_011844166.1,Unknown,,Unknown.144
554,3,KRO50325.1,IV-Non-photo,,IV-Non-photo.131
555,15,WP_152853679.1,IV-Non-photo,,IV-Non-photo.357
556,2,WP_147235621.1,IV-Non-photo,,IV-Non-photo.289
557,1,QDU90417.1,IV-Non-photo,,IV-Non-photo.260
558,4,WP_008957893.1,IV-Non-photo,,IV-Non-photo.33
559,17,OGB37153.1,IV-Non-photo,,IV-Non-photo.78
560,2,WP_159595359.1,IV-Non-photo,,IV-Non-photo.272
561,1,TARA_039.SAMEA2620106.270.0.1-0.22_1601_19,Unknown,,Unknown.1053
562,3,WP_015735252.1,IV-NG1,,IV-NG1.55
563,4,HBS37188.1,IV-Non-photo,,IV-Non-photo.42
564,1,VDD89167.1,III,,III.25
565,5,TARA_112.SAMEA2622568.696.0.22-3_12360_5,IV-Non-photo/Unknown,"IV-Non-photo: 4, Unknown: 1",IV-Non-photo/Unknown.10
566,3,WP_056181538.1,IV-Non-photo,,IV-Non-photo.583
567,2,WP_152010564.1,IV-Non-photo,,IV-Non-photo.406
568,53,WP_168840192.1,IV-Non-photo,,IV-Non-photo.618
569,4,WP_080836587.1,IV-NG1,,IV-NG1.25
570,3,WP_057301720.1,IV-NG1,,IV-NG1.39
571,1,WP_158202804.1,Unknown,,Unknown.232
572,3,2OEJ_A,IV-Ykr/Unknown,"IV-Ykr: 2, Unknown: 1",IV-Ykr/Unknown.1
573,4,TARA_078.SAMEA2621259.5.0.22-0.45_1817442_4,IV-GOS_Global,,IV-GOS_Global.60
574,2,WP_011456184.1,IV-Non-photo,,IV-Non-photo.742
575,2,WP_023524832.1,IV-Ykr,,IV-Ykr.30
576,3,GWD2_DPX3_57_9_gwd2_scaffold_1083_17,IV-DeepYkr,,IV-DeepYkr.7
577,1,OYT20471.1,IV-DeepYkr,,IV-DeepYkr.214
578,1,NOS72735.1,IV-Non-photo,,IV-Non-photo.785
579,1,WP_012003714.1,IV-DeepYkr,,IV-DeepYkr.27
580,9,TARA_030.SAMEA2591108.5.0.22-1.6_1861516_12,IV-DeepYkr,,IV-DeepYkr.479
581,1,WP_136649559.1,IV-DeepYkr,,IV-DeepYkr.464
582,2,HGW58645.1,IV-DeepYkr,,IV-DeepYkr.66
583,2,VDD88938.1,III,,III.139
584,2,WP_048151126.1,Unknown,,Unknown.602
585,1,TARA_052.SAMEA2620542.5.0.22-1.6_449877_6,IV-GOS_Global,,IV-GOS_Global.121
586,3,HIH32861.1,III/Unknown,"III: 2, Unknown: 1",III/Unknown.15
587,7,AGB51728.1,I-A,,I-A.97
588,1,MPZ37206.1,IV-DeepYkr,,IV-DeepYkr.431
589,9,WP_091685501.1,I-CD,,I-CD.73
590,7,TARA_009.SAMEA2619548.55.0.22-1.6_1531526_7,I-CD/Unknown,"I-CD: 6, Unknown: 1",I-CD/Unknown.9
591,5,WP_051529325.1,I-Unclassified,,I-Unclassified.22
592,3,NJN94178.1,I-G,,I-G.8
593,2,WP_013897574.1,Unknown,,Unknown.672
594,6,QGU93195.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 1",I-Eukaryotes/Unknown.163
595,40,NNM66017.1,I-A/Unknown,"I-A: 39, Unknown: 1",I-A/Unknown.3
596,3,TXF10942.1,I-A,,I-A.12
597,353,AAC64997.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 308, Unknown: 45",I-Eukaryotes/Unknown.149
598,2,WP_013515453.1,Unknown,,Unknown.764
599,2,NEX18522.1,Unknown,,Unknown.938
600,10,AAO47780.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 8, Unknown: 2",I-Eukaryotes/Unknown.49
601,13,HIE78391.1,Unknown,,Unknown.919
602,7,PKO35039.1,Unknown,,Unknown.914
603,1,WP_185133818.1,IV-NG1,,IV-NG1.13
604,2139,BAE92915.1,Ambiguous,"I-Eukaryotes: 1794, Unknown: 344, I-B: 1",Ambiguous.2
605,1,AEB33274.1,Unknown,,Unknown.722
606,9,WP_048160498.1,Unknown,,Unknown.411
607,2,RBG_16_CP_70_13_RBG_16_scaffold_22096_8,Unknown,,Unknown.22
608,5,RifSed_csp1_16ft_3_scaffold_20887_2|RifSed_csp1_16ft_3_Bacteria_64_14|RifSed_csp1_16ft_3,I-Banda,,I-Banda.18
609,1,HHY99582.1,IV-Ykr-2,,IV-Ykr-2.132
610,1,HGZ23444.1,IV-Ykr-2,,IV-Ykr-2.103
611,5,HGD93302.1,Unknown,,Unknown.493
612,1,MBE0512917.1,IV-Ykr-2,,IV-Ykr-2.14
613,10,WP_106354457.1,IV-Non-photo,,IV-Non-photo.156
614,3,KPL52776.1,IV-Non-photo,,IV-Non-photo.689
615,1,WP_047784621.1,IV-Non-photo,,IV-Non-photo.20
616,1,WP_158816469.1,IV-Non-photo,,IV-Non-photo.630
617,1,VDD88772.1,III,,III.80
618,2,WP_191059843.1,IV-Non-photo,,IV-Non-photo.730
619,31,QHN90747.1,Ambiguous,"I-Eukaryotes: 24, Unknown: 6, I-B: 1",Ambiguous.24
620,7,VDD89045.1,III/Unknown,"III: 5, Unknown: 2",III/Unknown.9
621,1,WP_111196763.1,IV-Non-photo,,IV-Non-photo.722
622,1,WP_147649138.1,IV-Non-photo,,IV-Non-photo.603
623,1,MBD3389131.1,Unknown,,Unknown.201
624,1,WP_128563219.1,IV-Non-photo,,IV-Non-photo.102
625,1,WP_090880030.1,IV-Non-photo,,IV-Non-photo.170
626,15,TARA_141.SAMEA2623446.5.0.22-3_590178_4,IV-Non-photo/Unknown,"IV-Non-photo: 14, Unknown: 1",IV-Non-photo/Unknown.9
627,5,AQW44806.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 4, Unknown: 1",I-Eukaryotes/Unknown.71
628,1,TFG10482.1,Unknown,,Unknown.518
629,10,WP_062578911.1,IV-Non-photo,,IV-Non-photo.265
630,3,TARA_025.SAMEA2619779.5.0-0.22_9470_2,IV-Non-photo,,IV-Non-photo.831
631,1,WP_108503113.1,IV-Non-photo,,IV-Non-photo.607
632,2,RLG33748.1,Unknown,,Unknown.552
633,1,HGD17158.1,Unknown,,Unknown.263
634,1,HDJ21618.1,Unknown,,Unknown.159
635,1,TET25361.1,Unknown,,Unknown.83
636,1,VDD88718.1,III,,III.111
637,1,WP_023356860.1,IV-Ykr,,IV-Ykr.10
638,1,HHD37712.1,Unknown,,Unknown.150
639,4,MBF1757247.1,IV-DeepYkr,,IV-DeepYkr.288
640,25,TARA_025.SAMEA2619782.50.0.22-1.6_9889_1,I-A,,I-A.104
641,1,BAC16243.2,Unknown,,Unknown.749
642,72,ABV02036.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 62, Unknown: 10",I-Eukaryotes/Unknown.142
643,1,TAJ92604.1,IV-DeepYkr,,IV-DeepYkr.469
644,1,TKB89096.1,IV-DeepYkr,,IV-DeepYkr.347
645,5,WP_123142203.1,IV-DeepYkr,,IV-DeepYkr.92
646,1,NNE89976.1,IV-DeepYkr,,IV-DeepYkr.418
647,2,VDS11144.1,III,,III.234
648,4,ASY11078.1,IV-DeepYkr,,IV-DeepYkr.297
649,1,NMC27473.1,IV-DeepYkr,,IV-DeepYkr.42
650,8,TARA_066.SAMEA2620967.30.0-0.22_7541_184,IV-DeepYkr,,IV-DeepYkr.489
651,1,AAO13858.1,Unknown,,Unknown.987
652,3,PIN72082.1,III/Unknown,"Unknown: 2, III: 1",III/Unknown.19
653,2,HAR97765.1,IV-Ykr-2,,IV-Ykr-2.212
654,1,VDD89118.1,III,,III.188
655,1,WP_181302001.1,I-CD,,I-CD.95
656,2,WP_038117879.1,I-CD,,I-CD.110
657,1,TARA_041.SAMEA2620217.60.0.22-1.6_217521_15,I-CD,,I-CD.192
658,3,PSR36263.1,I-G,,I-G.16
659,2,VDD88685.1,III,,III.212
660,2,AAB17450.1,Unknown,,Unknown.746
661,5,KKQ04046.1,II,,II.1
662,4,WP_182800301.1,Unknown,,Unknown.881
663,13,WP_178861779.1,II/Unknown,"Unknown: 12, II: 1",II/Unknown.3
664,1,VDS11138.1,III,,III.213
665,1,MBC8258666.1,Unknown,,Unknown.875
666,12,WP_041067559.1,Unknown,,Unknown.861
667,1,PZS34493.1,I-E,,I-E.30
668,1,VDS11152.1,III,,III.99
669,71,AAS21680.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 66, Unknown: 5",I-Eukaryotes/Unknown.18
670,1,NMD05040.1,IV-Ykr-2,,IV-Ykr-2.127
671,17,AAC36389.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 13, Unknown: 4",I-Eukaryotes/Unknown.135
672,1,HGN17772.1,Unknown,,Unknown.421
673,1,RLG79454.1,Unknown,,Unknown.321
674,2,WP_048094751.1,Unknown,,Unknown.382
675,1,HDZ17430.1,IV-Ykr-2,,IV-Ykr-2.61
676,1,MBD3228327.1,IV-Ykr-2,,IV-Ykr-2.100
677,4,ABB23300.1,IV-Photo,,IV-Photo.40
678,2,RZN71180.1,IV-Ykr-2/Unknown,"Unknown: 1, IV-Ykr-2: 1",IV-Ykr-2/Unknown.1
679,1,WP_015279864.1,IV-Photo,,IV-Photo.15
680,6,TARA_041.SAMEA2620217.60.0.22-1.6_1869720_2,Unknown,,Unknown.1088
681,3,WP_086998602.1,IV-Non-photo,,IV-Non-photo.643
682,1,NLH25041.1,Unknown,,Unknown.108
683,1,VDS11143.1,III,,III.115
684,1,HFU43321.1,Unknown,,Unknown.222
685,3,MAH42520.1,Unknown,,Unknown.348
686,6,WP_063320572.1,IV-Non-photo,,IV-Non-photo.27
687,5,WP_181160993.1,IV-Non-photo,,IV-Non-photo.468
688,1,WP_056698556.1,IV-Non-photo,,IV-Non-photo.514
689,1,WP_140851193.1,IV-Non-photo,,IV-Non-photo.346
690,16,WP_140730790.1,IV-Non-photo,,IV-Non-photo.680
691,5,WP_184763113.1,IV-NG3,,IV-NG3.13
692,2,WP_128657652.1,IV-NG1,,IV-NG1.52
693,14,WP_019713909.1,IV-NG1,,IV-NG1.46
694,1,WP_184289909.1,IV-Non-photo,,IV-Non-photo.313
695,9,WP_011012296.1,Unknown,,Unknown.80
696,10,WP_047504430.1,IV-Non-photo,,IV-Non-photo.598
697,1,WP_195893677.1,IV-NG2,,IV-NG2.55
698,4,TARA_009.SAMEA2619531.5.0.22-1.6_751202_3,IV-GOS_Global,,IV-GOS_Global.23
699,57,PHT61617.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 47, Unknown: 10",I-Eukaryotes/Unknown.167
700,2,OLS31478.1,Unknown,,Unknown.556
701,1,MBA4067610.1,IV-Non-photo,,IV-Non-photo.389
702,3,WP_154792553.1,IV-NG2,,IV-NG2.63
703,2,WP_185108340.1,IV-NG2,,IV-NG2.59
704,1,RLI80075.1,Unknown,,Unknown.48
705,4,WP_133184501.1,IV-Non-photo,,IV-Non-photo.75
706,1,VDD88767.1,III,,III.230
707,7,OFZ86449.1,I-A,,I-A.80
708,8,TARA_125.SAMEA2622821.5.0.1-0.22_244_31,IV-GOS_Global,,IV-GOS_Global.49
709,1,RLG03271.1,Unknown,,Unknown.733
710,4,HAC05854.1,IV-DeepYkr,,IV-DeepYkr.449
711,1,VDD89081.1,III,,III.58
712,1,WP_037058063.1,IV-DeepYkr,,IV-DeepYkr.277
713,1,NJL92951.1,IV-DeepYkr,,IV-DeepYkr.30
714,2,MBE7472114.1,IV-DeepYkr,,IV-DeepYkr.90
715,3,WP_032078137.1,IV-DeepYkr,,IV-DeepYkr.47
716,4,KAI93974.1,IV-DeepYkr,,IV-DeepYkr.407
717,31,AQL59054.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 22, Unknown: 9",I-Eukaryotes/Unknown.195
718,5,WP_132732671.1,I-CD,,I-CD.89
719,1,KAB2876015.1,I-CD,,I-CD.10
720,3,NLG75913.1,I-CD,,I-CD.66
721,1,MSY59374.1,I-F,,I-F.7
722,7,WP_088872711.1,I-CD,,I-CD.139
723,10,WP_067538749.1,I-E,,I-E.45
724,1,GBF26635.1,I-A,,I-A.51
725,9,WP_059417771.1,Unknown,,Unknown.927
726,3,6HUN_A,Unknown,,Unknown.221
727,4,OIP08578.1,Unknown,,Unknown.795
728,1,WP_092620206.1,Unknown,,Unknown.850
729,2,SR1_18_B1_scaffold_172446_8|SR1_18_Bp1_QB3_181220_Chloroflexi_60_3|SR1_18_Bp1_QB3_181220,I-Banda,,I-Banda.12
730,5,TFG18158.1,IV-Ykr-2,,IV-Ykr-2.112
731,5245,ATZ74940.1,Ambiguous,"I-Eukaryotes: 4381, Unknown: 863, I-B: 1",Ambiguous.7
732,79,AEP14243.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 61, Unknown: 18",I-Eukaryotes/Unknown.133
733,1,RLE81439.1,Unknown,,Unknown.507
734,2,WP_048093460.1,Unknown,,Unknown.398
735,4,NLC39443.1,IV-Ykr-2,,IV-Ykr-2.170
736,1,WP_072849457.1,IV-Ykr-2,,IV-Ykr-2.134
737,1,MBF0492301.1,IV-Photo,,IV-Photo.18
738,1,HGN50929.1,IV-Ykr-2,,IV-Ykr-2.15
739,4,WP_012466871.1,IV-Photo,,IV-Photo.53
740,2,TARA_037.SAMEA2619970.600.0.22-1.6_104217_2,Unknown,,Unknown.1082
741,1,VDD88828.1,III,,III.29
742,2,RQD83746.1,Unknown,,Unknown.180
743,4,WP_133854785.1,IV-Non-photo,,IV-Non-photo.354
744,2,WP_061938383.1,IV-Non-photo,,IV-Non-photo.711
745,2,WP_184275667.1,IV-Non-photo,,IV-Non-photo.333
746,3,WP_043879369.1,IV-Non-photo,,IV-Non-photo.351
747,2,MBE1310756.1,IV-Non-photo,,IV-Non-photo.58
748,1,GBE19913.1,Unknown,,Unknown.91
749,1,QIE43810.1,IV-Non-photo,,IV-Non-photo.174
750,35,ABN46909.1,Ambiguous,"I-Eukaryotes: 31, Unknown: 3, I-CD: 1",Ambiguous.23
751,2,WP_135161662.1,IV-Non-photo,,IV-Non-photo.107
752,18,WP_183726187.1,IV-Non-photo,,IV-Non-photo.552
753,3,MBE1441982.1,IV-NG1,,IV-NG1.57
754,1,NIQ06785.1,Unknown,,Unknown.350
755,2,GGF44883.1,IV-Non-photo,,IV-Non-photo.409
756,10,WP_174165512.1,IV-Non-photo,,IV-Non-photo.320
757,1,RBI63720.1,Unknown,,Unknown.148
758,1,WP_191039780.1,IV-Non-photo,,IV-Non-photo.485
759,1,HGC54816.1,Unknown,,Unknown.575
760,1,AMH95357.1,Unknown,,Unknown.582
761,1,NLD66711.1,Unknown,,Unknown.158
762,1,PKL91770.1,Unknown,,Unknown.747
763,5,TARA_072.SAMEA2621132.5.0.22-3_1438618_7,IV-GOS_Global,,IV-GOS_Global.37
764,1,TARA_128.SAMEA2622923.40.0.22-3_806555_7,IV-Non-photo,,IV-Non-photo.832
765,3,WP_174591741.1,Unknown,,Unknown.519
766,7,ABC33834.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 2",I-Eukaryotes/Unknown.164
767,1,TVR34575.1,IV-DeepYkr,,IV-DeepYkr.326
768,9,TARA_042.SAMEA2620259.80.0.22-1.6_376281_2,IV-GOS_Global,,IV-GOS_Global.118
769,2,WP_026480674.1,IV-DeepYkr,,IV-DeepYkr.406
770,1,ETA50001.1,IV-DeepYkr,,IV-DeepYkr.473
771,9,CAI30846.1,I-Eukaryotes,,I-Eukaryotes.52
772,1,PZM99201.1,IV-DeepYkr,,IV-DeepYkr.215
